"일자","원/달러","달러_등락률(%)","원/위안","위안_등락률(%)","원/엔","엔_등락률(%)","달러/유로","유로_등락률(%)"
"2022-04-19","1232.80","0.22","193.24","0.23","969.45","-0.25","1.07790","-0.36"
"2022-04-18","1230.10","0.48","192.79","0.40","971.91","0.04","1.08180","-0.06"
"2022-04-15","1224.20","-0.29","192.02","-0.17","971.55","-0.64","1.08250","-0.62"
"2022-04-14","1227.70","-0.72","192.34","-0.74","977.82","-0.80","1.08930","0.61"
"2022-04-13","1236.60","0.37","193.77","0.30","985.69","0.37","1.08270","-0.49"
"2022-04-12","1232.00","0.65","193.20","0.39","982.03","-0.22","1.08800","-0.12"
"2022-04-11","1224.00","0.45","192.44","0.54","984.20","0.28","1.08930","0.18"
"2022-04-08","1218.50","-0.05","191.41","0.15","981.47","-0.27","1.08730","-0.22"
"2022-04-07","1219.10","0.54","191.13","0.44","984.14","0.31","1.08970","-0.10"
"2022-04-06","1212.60","-0.34","190.30","-0.43","981.11","-1.00","1.09080","-0.59"
"2022-04-05","1216.70","0.05","191.13","-0.07","991.00","-0.06","1.09730","-0.64"
"2022-04-04","1216.10","0.45","191.27","0.44","991.64","-0.23","1.10440","-0.26"
"2022-04-01","1210.70","-0.01","190.44","0.22","993.88","0.11","1.10730","-0.77"
"2022-03-31","1210.80","-0.79","190.02","-0.67","992.74","0.03","1.11590","0.59"
"2022-03-30","1220.50","-0.42","191.30","-0.28","992.48","0.43","1.10930","0.89"
"2022-03-29","1225.70","0.61","191.83","0.38","988.27","-0.76","1.09950","0.14"
"2022-03-28","1218.30","-0.09","191.11","0.10","995.79","-0.07","1.09800","-0.26"
"2022-03-25","1219.40","0.55","190.91","0.47","996.53","-0.51","1.10090","0.04"
"2022-03-24","1212.70","-0.71","190.01","-0.82","1001.61","-0.61","1.10050","-0.27"
"2022-03-23","1221.40","0.63","191.59","0.67","1007.71","-0.73","1.10350","0.15"
"2022-03-22","1213.70","0.21","190.32","-0.09","1015.10","-0.03","1.10190","-0.24"
"2022-03-21","1211.10","-0.78","190.50","-0.81","1015.38","-1.40","1.10460","-0.40"
"2022-03-18","1220.60","-1.60","192.05","-1.36","1029.82","-1.35","1.10900","0.61"
"2022-03-17","1240.40","-0.10","194.70","0.23","1043.89","-0.53","1.10230","0.54"
"2022-03-16","1241.70","0.25","194.25","-0.27","1049.49","0.22","1.09640","0.28"
"2022-03-15","1238.60","0.50","194.77","-0.05","1047.22","-0.16","1.09330","0.00"
"2022-03-14","1232.40","0.30","194.87","0.27","1048.90","-0.84","1.09330","-0.55"
"2022-03-11","1228.70","-0.47","194.35","-0.52","1057.81","-0.73","1.09930","-0.72"
"2022-03-10","1234.50","0.74","195.37","0.80","1065.56","0.27","1.10730","1.99"
"2022-03-08","1225.40","1.15","193.82","1.14","1062.65","0.80","1.08570","-0.12"
"2022-03-07","1211.50","0.66","191.63","0.66","1054.17","1.15","1.08700","-1.77"
"2022-03-04","1203.60","-0.12","190.37","-0.25","1042.21","-0.13","1.10660","-0.49"
"2022-03-03","1205.00","-0.05","190.85","0.01","1043.52","-0.57","1.11210","-0.04"
"2022-03-02","1205.60","0.24","190.83","0.22","1049.49","0.77","1.11250","-0.30"
"2022-02-28","1202.70","0.28","190.41","0.38","1041.52","0.27","1.11590","-0.36"
"2022-02-25","1199.40","0.61","189.68","0.62","1038.76","0.15","1.11990","-0.91"
"2022-02-24","1192.10","-0.22","188.51","-0.04","1037.19","-0.11","1.13020","-0.25"
"2022-02-23","1194.70","0.01","188.58","-0.27","1038.33","-0.40","1.13300","0.23"
"2022-02-22","1194.60","-0.15","189.10","0.13","1042.45","0.12","1.13040","-0.15"
"2022-02-21","1196.40","-0.06","188.86","-0.08","1041.25","-0.12","1.13210","-0.41"
"2022-02-18","1197.10","0.02","189.01","0.11","1042.45","0.55","1.13680","-0.13"
"2022-02-17","1196.90","-0.13","188.81","0.19","1036.77","0.01","1.13830","0.21"
"2022-02-16","1198.50","0.02","188.45","0.07","1036.63","-0.06","1.13590","0.48"
"2022-02-15","1198.30","-0.11","188.31","-0.07","1037.22","-0.13","1.13050","-0.38"
"2022-02-14","1199.60","0.30","188.44","0.26","1038.57","0.79","1.13480","-0.59"
"2022-02-11","1196.00","0.00","187.96","0.08","1030.46","-0.45","1.14150","-0.07"
"2022-02-10","1196.00","-0.15","187.81","-0.27","1035.09","-0.08","1.14230","0.07"
"2022-02-09","1197.80","-0.13","188.31","-0.11","1035.94","-0.62","1.14150","-0.23"
"2022-02-08","1199.40","-0.01","188.52","-0.16","1042.37","0.21","1.14410","-0.14"
"2022-02-07","1199.50","-0.49","188.82","-0.30","1040.19","-0.78","1.14570","0.17"
"2022-02-04","1205.40","-0.02","189.39","-0.11","1048.40","-0.51","1.14370","1.17"
"2022-02-03","1205.70","0.27","189.59","0.13","1053.75","1.05","1.13050","1.44"
"2022-01-28","1202.40","0.45","189.34","0.12","1042.80","-0.05","1.11450","-0.85"
"2022-01-27","1197.00","-0.07","189.12","0.01","1043.36","-0.79","1.12410","-0.55"
"2022-01-26","1197.80","0.30","189.10","0.36","1051.62","0.39","1.13030","-0.21"
"2022-01-25","1194.20","0.05","188.43","0.21","1047.50","-0.18","1.13270","-0.11"
"2022-01-24","1193.60","0.27","188.04","0.21","1049.36","0.50","1.13400","0.23"
"2022-01-21","1190.40","-0.12","187.65","0.14","1044.16","0.21","1.13140","-0.24"
"2022-01-20","1191.80","0.24","187.38","0.05","1041.97","0.43","1.13410","0.11"
"2022-01-19","1188.90","-0.29","187.29","-0.19","1037.48","-0.28","1.13280","-0.70"
"2022-01-18","1192.30","0.40","187.64","0.54","1040.36","0.16","1.14080","0.02"
"2022-01-17","1187.60","-0.05","186.63","-0.05","1038.70","-0.16","1.14060","-0.45"
"2022-01-14","1188.20","-0.14","186.73","-0.06","1040.41","0.23","1.14570","0.11"
"2022-01-13","1189.90","-0.44","186.84","-0.27","1037.99","0.14","1.14440","0.65"
"2022-01-12","1195.20","-0.40","187.35","-0.46","1036.56","-0.47","1.13700","0.37"
"2022-01-11","1200.00","-0.20","188.21","0.02","1041.44","0.16","1.13280","-0.26"
"2022-01-10","1202.40","0.23","188.18","0.10","1039.82","0.42","1.13580","0.53"
"2022-01-07","1199.60","0.12","188.00","0.03","1035.43","0.32","1.12980","-0.10"
"2022-01-06","1198.20","0.33","187.94","0.27","1032.09","0.40","1.13090","0.21"
"2022-01-05","1194.30","0.29","187.43","0.04","1027.93","-0.43","1.12850","-0.10"
"2022-01-04","1190.80","0.45","187.36","0.59","1032.38","0.27","1.12960","-0.69"
"2022-01-03","1185.50","0.00","186.26","0.00","1029.57","-0.07","1.13740","0.45"
"2021-12-31","1185.50","-0.09","186.26","0.03","1030.24","-0.18","1.13230","-0.25"
"2021-12-30","1186.60","-0.01","186.20","0.04","1032.14","-0.16","1.13510","0.36"
"2021-12-29","1186.70","0.04","186.13","0.02","1033.76","0.11","1.13100","-0.17"
"2021-12-28","1186.20","-0.02","186.09","0.05","1032.60","-0.43","1.13290","0.07"
"2021-12-27","1186.40","-0.09","186.00","-0.25","1037.06","-0.04","1.13210","-0.04"
"2021-12-24","1187.50","-0.31","186.47","-0.13","1037.48","-0.59","1.13250","0.01"
"2021-12-23","1191.20","-0.03","186.72","0.10","1043.68","-0.09","1.13240","0.37"
"2021-12-22","1191.50","0.14","186.53","0.26","1044.67","-0.23","1.12820","0.04"
"2021-12-21","1189.80","0.46","186.04","0.06","1047.04","0.48","1.12770","0.33"
"2021-12-20","1184.40","0.08","185.93","0.18","1042.01","0.12","1.12400","-0.80"
"2021-12-17","1183.50","-0.23","185.60","-0.23","1040.81","0.10","1.13310","0.29"
"2021-12-16","1186.20","0.22","186.03","0.14","1039.80","-0.07","1.12980","0.36"
"2021-12-15","1183.60","0.41","185.77","0.34","1040.57","0.25","1.12570","-0.24"
"2021-12-14","1178.80","0.05","185.14","0.15","1038.00","-0.05","1.12840","-0.27"
"2021-12-13","1178.20","0.37","184.86","-0.14","1038.47","0.36","1.13140","0.17"
"2021-12-10","1173.80","-0.22","185.12","0.10","1034.73","0.03","1.12950","-0.42"
"2021-12-09","1176.40","-0.41","184.93","-0.26","1034.43","-0.58","1.13430","0.65"
"2021-12-08","1181.20","-0.21","185.41","-0.17","1040.48","-0.26","1.12700","-0.12"
"2021-12-07","1183.70","0.43","185.73","0.42","1043.23","0.05","1.12840","-0.18"
"2021-12-06","1178.60","0.11","184.95","0.06","1042.69","0.26","1.13040","0.03"
"2021-12-03","1177.30","-0.25","184.83","-0.15","1039.97","-0.56","1.13010","-0.18"
"2021-12-02","1180.30","-0.62","185.10","-0.62","1045.81","-0.32","1.13210","-0.17"
"2021-12-01","1187.70","-0.48","186.26","-0.29","1049.16","-0.04","1.13400","0.43"
"2021-11-30","1193.40","0.03","186.80","0.09","1049.56","0.00","1.12920","0.00"
"2021-11-29","1193.00","0.28","186.64","0.27","1049.53","1.72","1.12920","0.74"
"2021-11-26","1189.70","0.10","186.14","0.04","1031.79","0.22","1.12090","0.06"
"2021-11-25","1188.50","-0.03","186.07","-0.03","1029.54","-0.31","1.12020","-0.41"
"2021-11-24","1188.90","0.13","186.13","0.10","1032.79","-0.11","1.12480","0.08"
"2021-11-23","1187.40","0.33","185.94","0.33","1033.92","-0.35","1.12390","-0.39"
"2021-11-22","1183.50","0.25","185.33","0.14","1037.57","0.41","1.12830","-0.79"
"2021-11-19","1180.50","-0.26","185.07","-0.16","1033.31","-0.29","1.13730","0.49"
"2021-11-18","1183.60","0.34","185.37","0.16","1036.34","0.91","1.13180","0.00"
"2021-11-17","1179.60","-0.05","185.07","0.02","1027.03","-0.70","1.13180","-0.47"
"2021-11-16","1180.20","0.05","185.04","0.30","1034.22","-0.05","1.13710","-0.64"
"2021-11-15","1179.60","-0.43","184.48","-0.36","1034.78","-0.39","1.14440","-0.03"
"2021-11-12","1184.70","0.31","185.15","0.18","1038.80","0.17","1.14480","-0.28"
"2021-11-11","1181.00","0.22","184.81","0.24","1037.01","-0.62","1.14800","-0.97"
"2021-11-10","1178.40","-0.50","184.36","-0.43","1043.52","-0.22","1.15930","0.04"
"2021-11-09","1184.30","-0.08","185.15","-0.03","1045.79","0.09","1.15880","0.18"
"2021-11-08","1185.20","0.44","185.21","0.44","1044.83","0.80","1.15670","0.13"
"2021-11-05","1180.00","-0.09","184.40","-0.08","1036.54","0.07","1.15520","-0.53"
"2021-11-04","1181.10","0.48","184.55","0.41","1035.78","0.44","1.16130","0.29"
"2021-11-03","1175.50","-0.07","183.80","0.01","1031.28","0.00","1.15790","-0.21"
"2021-11-02","1176.30","0.57","183.78","0.36","1031.25","0.63","1.16030","0.36"
"2021-11-01","1169.60","-0.18","183.12","0.02","1024.84","-0.66","1.15610","-1.04"
"2021-10-29","1171.70","0.31","183.08","-0.08","1031.65","0.49","1.16820","0.70"
"2021-10-28","1168.10","0.15","183.22","0.31","1026.63","0.51","1.16010","0.05"
"2021-10-27","1166.30","-0.47","182.66","-0.34","1021.41","-0.87","1.15950","-0.11"
"2021-10-26","1171.80","-0.56","183.28","-0.58","1030.38","-0.73","1.16080","-0.31"
"2021-10-25","1178.40","0.22","184.34","0.16","1037.92","0.60","1.16440","0.17"
"2021-10-22","1175.80","0.02","184.04","0.12","1031.72","0.38","1.16240","-0.25"
"2021-10-21","1175.60","-0.52","183.82","-0.27","1027.85","-0.47","1.16530","0.15"
"2021-10-20","1181.70","-0.35","184.32","-0.04","1032.73","-0.45","1.16360","0.22"
"2021-10-19","1185.80","0.25","184.40","0.33","1037.40","0.27","1.16110","0.09"
"2021-10-18","1182.80","-0.46","183.79","-0.47","1034.59","-0.97","1.16000","0.02"
"2021-10-15","1188.30","-0.56","184.65","-0.25","1044.71","-0.99","1.15980","0.00"
"2021-10-14","1195.00","-0.34","185.12","-0.33","1055.14","-0.06","1.15980","0.56"
"2021-10-13","1199.10","0.48","185.74","0.40","1055.82","0.33","1.15330","-0.14"
"2021-10-12","1193.40","0.26","185.00","0.34","1052.38","-1.28","1.15490","-0.06"
"2021-10-08","1190.30","0.03","184.38","0.01","1066.05","-0.18","1.15560","0.02"
"2021-10-07","1190.00","0.24","184.36","0.20","1067.98","0.30","1.15540","-0.38"
"2021-10-06","1187.10","-0.01","183.99","0.04","1064.81","-0.48","1.15980","-0.17"
"2021-10-05","1187.20","0.17","183.91","0.45","1069.98","0.56","1.16180","0.34"
"2021-10-01","1185.20","0.03","183.08","0.03","1064.06","0.56","1.15790","-0.17"
"2021-09-30","1184.90","0.25","183.03","0.00","1058.18","-0.11","1.15990","-0.74"
"2021-09-29","1182.00","0.52","183.03","0.53","1059.38","0.00","1.16860","-0.08"
"2021-09-28","1175.90","0.05","182.07","0.10","1059.37","-0.13","1.16950","-0.21"
"2021-09-27","1175.30","-0.54","181.89","-0.16","1060.79","-0.99","1.17200","-0.19"
"2021-09-24","1181.70","0.35","182.19","-0.17","1071.45","-0.11","1.17420","0.41"
"2021-09-23","1177.60","0.73","182.50","0.33","1072.64","0.66","1.16940","-0.61"
"2021-09-17","1169.10","-0.22","181.90","-0.02","1065.58","-0.57","1.17660","-0.45"
"2021-09-16","1171.70","-0.04","181.93","-0.01","1071.66","0.31","1.18190","0.14"
"2021-09-15","1172.20","-0.18","181.94","-0.14","1068.40","0.09","1.18020","-0.07"
"2021-09-14","1174.30","0.33","182.19","0.41","1067.40","0.19","1.18100","-0.02"
"2021-09-13","1170.40","0.03","181.44","0.15","1065.36","-0.04","1.18120","-0.09"
"2021-09-10","1170.10","0.48","181.16","0.54","1065.81","0.90","1.18230","0.04"
"2021-09-09","1164.50","0.57","180.19","0.41","1056.28","0.62","1.18180","-0.21"
"2021-09-08","1157.90","0.05","179.46","-0.02","1049.82","-0.37","1.18430","-0.24"
"2021-09-07","1157.30","0.08","179.49","0.17","1053.67","0.00","1.18720","-0.08"
"2021-09-06","1156.40","-0.28","179.19","-0.29","1053.72","-0.09","1.18820","0.06"
"2021-09-03","1159.70","0.19","179.72","0.31","1054.70","0.27","1.18750","0.27"
"2021-09-02","1157.50","-0.46","179.17","-0.44","1051.84","-0.49","1.18430","0.28"
"2021-09-01","1162.80","-0.14","179.97","-0.07","1057.04","-0.17","1.18100","0.10"
"2021-08-31","1164.40","-0.55","180.09","-0.23","1058.88","-0.66","1.17980","0.00"
"2021-08-30","1170.80","0.23","180.50","-0.03","1065.87","0.41","1.17980","0.34"
"2021-08-27","1168.10","0.14","180.56","0.20","1061.47","0.11","1.17580","-0.11"
"2021-08-26","1166.50","-0.13","180.20","0.10","1060.31","-0.42","1.17710","0.12"
"2021-08-25","1168.00","-0.51","180.02","-0.38","1064.77","-0.52","1.17570","0.09"
"2021-08-24","1174.00","-0.23","180.71","-0.18","1070.34","-0.06","1.17470","0.45"
"2021-08-23","1176.70","0.19","181.04","0.15","1070.94","0.10","1.16940","0.14"
"2021-08-20","1174.50","0.15","180.77","0.19","1069.92","0.17","1.16780","-0.32"
"2021-08-19","1172.70","-0.19","180.42","-0.63","1068.08","-0.36","1.17150","0.07"
"2021-08-18","1174.90","0.61","181.57","0.77","1071.94","0.28","1.17070","-0.62"
"2021-08-17","1167.80","0.77","180.19","0.77","1068.97","1.82","1.17800","0.36"
"2021-08-13","1158.90","0.34","178.82","0.44","1049.82","0.37","1.17380","-0.02"
"2021-08-12","1155.00","0.57","178.03","0.50","1045.96","0.69","1.17400","0.17"
"2021-08-11","1148.50","0.31","177.15","0.21","1038.76","0.09","1.17200","-0.14"
"2021-08-10","1145.00","0.24","176.78","0.01","1037.84","0.18","1.17360","-0.10"
"2021-08-09","1142.30","-0.10","176.76","-0.05","1035.96","-0.55","1.17480","-0.73"
"2021-08-06","1143.50","-0.20","176.85","-0.30","1041.68","-0.46","1.18340","-0.03"
"2021-08-05","1145.80","-0.43","177.38","-0.38","1046.54","-0.86","1.18380","-0.26"
"2021-08-04","1150.70","-0.07","178.06","-0.06","1055.64","0.22","1.18690","-0.04"
"2021-08-03","1151.50","0.35","178.16","0.33","1053.28","0.73","1.18740","0.07"
"2021-08-02","1147.50","0.01","177.57","0.25","1045.61","-0.27","1.18660","-0.23"
"2021-07-30","1147.40","-0.64","177.12","-0.07","1048.48","-0.22","1.18930","0.40"
"2021-07-29","1154.80","0.40","177.24","-0.20","1050.82","0.30","1.18460","0.23"
"2021-07-28","1150.20","-0.26","177.60","-0.09","1047.68","0.27","1.18190","0.14"
"2021-07-27","1153.20","0.32","177.76","0.11","1044.90","0.49","1.18030","0.25"
"2021-07-26","1149.50","-0.13","177.56","-0.19","1039.85","-0.49","1.17740","0.00"
"2021-07-23","1151.00","0.03","177.89","0.17","1044.99","0.16","1.17740","-0.15"
"2021-07-22","1150.60","-0.03","177.59","0.19","1043.30","-0.39","1.17920","0.09"
"2021-07-21","1151.00","0.46","177.26","0.33","1047.41","0.11","1.17810","-0.11"
"2021-07-20","1145.70","0.40","176.67","0.12","1046.25","0.83","1.17940","-0.15"
"2021-07-19","1141.10","-0.23","176.45","-0.32","1037.60","-0.37","1.18120","-0.02"
"2021-07-16","1143.70","-0.57","177.01","-0.28","1041.48","-0.42","1.18140","-0.19"
"2021-07-15","1150.30","0.45","177.51","0.36","1045.87","1.01","1.18370","0.49"
"2021-07-14","1145.10","-0.11","176.88","-0.07","1035.40","-0.35","1.17790","-0.72"
"2021-07-13","1146.40","-0.17","177.00","0.05","1039.02","-0.32","1.18640","-0.09"
"2021-07-12","1148.30","0.43","176.91","0.23","1042.35","0.11","1.18750","0.26"
"2021-07-09","1143.40","0.51","176.51","0.57","1041.21","1.24","1.18440","0.40"
"2021-07-08","1137.60","0.51","175.51","0.21","1028.48","0.54","1.17970","-0.20"
"2021-07-07","1131.80","0.13","175.14","0.25","1023.00","0.41","1.18210","-0.36"
"2021-07-06","1130.30","-0.37","174.71","-0.20","1018.84","-0.20","1.18640","0.03"
"2021-07-05","1134.50","0.20","175.06","0.03","1020.92","0.59","1.18610","0.13"
"2021-07-02","1132.20","0.24","175.01","0.09","1014.93","-0.17","1.18460","-0.11"
"2021-07-01","1129.50","-0.04","174.86","0.01","1016.65","-0.54","1.18590","-0.33"
"2021-06-30","1130.00","0.01","174.84","0.04","1022.12","0.05","1.18980","-0.23"
"2021-06-29","1129.90","0.10","174.77","0.12","1021.56","0.27","1.19260","-0.11"
"2021-06-28","1128.80","-0.62","174.56","-0.38","1018.82","-0.54","1.19390","0.07"
"2021-06-25","1135.80","0.02","175.23","0.00","1024.40","0.10","1.19310","0.00"
"2021-06-24","1135.60","0.28","175.23","0.03","1023.39","0.00","1.19310","-0.09"
"2021-06-23","1132.40","-0.26","175.18","-0.23","1023.41","-0.55","1.19420","0.25"
"2021-06-22","1135.40","0.28","175.59","0.09","1029.05","0.15","1.19120","0.35"
"2021-06-21","1132.20","0.24","175.43","-0.17","1027.54","0.32","1.18710","-0.35"
"2021-06-18","1129.50","1.06","175.73","0.69","1024.26","1.47","1.19130","-0.68"
"2021-06-17","1117.70","-0.01","174.53","-0.02","1009.44","-0.61","1.19940","-1.10"
"2021-06-16","1117.80","0.13","174.57","0.10","1015.63","0.13","1.21270","0.05"
"2021-06-15","1116.40","0.47","174.40","0.16","1014.31","0.14","1.21210","0.08"
"2021-06-14","1111.20","-0.34","174.13","-0.30","1012.90","-0.66","1.21110","-0.53"
"2021-06-11","1115.00","-0.07","174.65","0.15","1019.62","0.18","1.21750","-0.02"
"2021-06-10","1115.80","0.19","174.38","-0.01","1017.74","0.06","1.21780","0.05"
"2021-06-09","1113.70","0.22","174.40","0.37","1017.12","0.02","1.21720","-0.16"
"2021-06-08","1111.20","-0.56","173.76","-0.44","1016.88","-0.28","1.21910","0.22"
"2021-06-07","1117.50","0.51","174.52","0.21","1019.71","1.16","1.21640","0.28"
"2021-06-04","1111.80","0.14","174.15","0.20","1008.02","-0.51","1.21300","-0.66"
"2021-06-03","1110.30","0.30","173.81","0.02","1013.19","0.20","1.22110","-0.03"
"2021-06-02","1107.00","-0.58","173.78","-0.68","1011.19","-0.53","1.22150","-0.12"
"2021-06-01","1113.50","-0.22","174.97","-0.14","1016.62","0.09","1.22300","0.29"
"2021-05-31","1116.00","-0.18","175.22","0.01","1015.70","-0.20","1.21950","0.02"
"2021-05-28","1118.00","-0.05","175.20","0.18","1017.71","-0.70","1.21930","-0.02"
"2021-05-27","1118.60","-0.37","174.89","-0.20","1024.88","-0.70","1.21950","-0.47"
"2021-05-26","1122.80","-0.43","175.24","-0.04","1032.13","-0.40","1.22520","0.29"
"2021-05-25","1127.60","0.06","175.31","0.03","1036.25","0.16","1.22160","0.27"
"2021-05-24","1126.90","-0.47","175.25","-0.34","1034.57","-0.57","1.21830","-0.36"
"2021-05-21","1132.20","-0.08","175.85","-0.10","1040.48","0.30","1.22270","0.42"
"2021-05-20","1133.10","0.01","176.03","0.05","1037.40","-0.02","1.21760","0.18"
"2021-05-18","1133.00","0.31","175.95","0.41","1037.59","0.49","1.21540","0.06"
"2021-05-17","1129.50","-0.10","175.24","0.02","1032.50","-0.02","1.21470","0.56"
"2021-05-14","1130.60","0.63","175.21","0.34","1032.75","0.81","1.20790","0.02"
"2021-05-13","1123.50","0.39","174.62","0.19","1024.48","-0.53","1.20760","-0.58"
"2021-05-12","1119.10","0.40","174.29","0.47","1029.96","0.56","1.21460","0.05"
"2021-05-11","1114.60","-0.61","173.48","-0.07","1024.21","-0.86","1.21400","-0.25"
"2021-05-10","1121.40","-0.36","173.61","0.00","1033.12","0.10","1.21710","0.90"
"2021-05-07","1125.50","0.39","173.61","0.23","1032.05","0.54","1.20630","0.47"
"2021-05-06","1121.10","0.16","173.21","0.29","1026.51","0.02","1.20060","-0.44"
"2021-05-04","1119.30","0.87","172.71","0.72","1026.27","1.11","1.20590","0.26"
"2021-05-03","1109.60","0.20","171.48","0.16","1015.05","-0.18","1.20280","-0.78"
"2021-04-30","1107.40","-0.46","171.20","-0.22","1016.90","-0.78","1.21220","-0.08"
"2021-04-29","1112.50","0.15","171.57","0.02","1024.92","0.35","1.21320","0.35"
"2021-04-28","1110.80","-0.29","171.54","-0.19","1021.38","-0.80","1.20900","0.07"
"2021-04-27","1114.00","-0.44","171.87","-0.30","1029.62","-0.71","1.20820","-0.10"
"2021-04-26","1118.90","0.23","172.38","0.16","1037.03","0.32","1.20940","0.64"
"2021-04-23","1116.30","-0.10","172.10","0.09","1033.75","-0.07","1.20170","-0.17"
"2021-04-22","1117.40","0.36","171.95","0.36","1034.44","0.42","1.20370","0.04"
"2021-04-21","1113.40","-0.43","171.34","-0.01","1030.12","-0.36","1.20320","-0.07"
"2021-04-20","1118.20","0.03","171.36","0.17","1033.89","0.59","1.20400","0.58"
"2021-04-19","1117.90","0.03","171.07","0.06","1027.81","0.01","1.19710","0.03"
"2021-04-16","1117.60","-0.21","170.96","-0.08","1027.73","-0.01","1.19670","-0.12"
"2021-04-15","1119.90","-0.55","171.10","-0.47","1027.86","-0.50","1.19810","0.23"
"2021-04-14","1126.10","0.16","171.90","0.28","1032.98","0.51","1.19540","0.35"
"2021-04-13","1124.30","0.64","171.42","0.63","1027.74","0.95","1.19120","0.10"
"2021-04-12","1117.20","-0.12","170.34","-0.15","1018.09","-0.48","1.19000","-0.13"
"2021-04-09","1118.50","0.19","170.60","0.00","1023.00","0.66","1.19150","0.38"
"2021-04-08","1116.40","-0.58","170.60","-0.42","1016.25","-0.66","1.18700","-0.03"
"2021-04-07","1122.90","-0.43","171.32","-0.07","1023.00","-0.04","1.18730","0.49"
"2021-04-06","1127.80","0.03","171.44","-0.13","1023.41","0.49","1.18150","0.44"
"2021-04-05","1127.50","-0.16","171.66","-0.06","1018.47","-0.24","1.17630","-0.14"
"2021-04-02","1129.30","-0.29","171.76","-0.30","1020.88","-0.13","1.17790","0.46"
"2021-04-01","1132.60","-0.08","172.28","-0.04","1022.25","-0.49","1.17250","0.05"
"2021-03-31","1133.50","0.16","172.35","-0.32","1027.33","-0.26","1.17190","-0.40"
"2021-03-30","1131.70","-0.01","172.90","-0.07","1030.04","-0.09","1.17660","-0.20"
"2021-03-29","1131.80","-0.21","173.02","-0.32","1030.92","-0.78","1.17890","0.13"
"2021-03-26","1134.20","0.06","173.58","-0.06","1038.98","-0.33","1.17740","-0.34"
"2021-03-25","1133.50","0.49","173.68","0.19","1042.44","0.38","1.18140","-0.28"
"2021-03-24","1128.00","-0.29","173.35","-0.18","1038.48","-0.13","1.18470","-0.74"
"2021-03-23","1131.30","-0.04","173.66","-0.03","1039.85","0.04","1.19350","0.38"
"2021-03-22","1131.80","0.72","173.72","0.34","1039.40","0.78","1.18900","-0.23"
"2021-03-19","1123.70","-0.72","173.13","-0.52","1031.34","-0.83","1.19170","-0.54"
"2021-03-18","1131.80","-0.06","174.04","-0.14","1039.92","0.08","1.19820","0.66"
"2021-03-17","1132.50","-0.30","174.29","-0.18","1039.04","-0.17","1.19040","-0.18"
"2021-03-16","1135.90","0.46","174.61","0.06","1040.82","0.45","1.19260","-0.22"
"2021-03-15","1130.70","-0.58","174.50","-0.19","1036.15","-1.09","1.19520","-0.27"
"2021-03-12","1137.30","-0.30","174.84","-0.09","1047.58","-0.42","1.19840","0.47"
"2021-03-11","1140.70","-0.04","174.99","0.37","1051.97","0.08","1.19280","0.23"
"2021-03-10","1141.10","0.87","174.34","0.43","1051.08","1.22","1.19010","0.42"
"2021-03-09","1131.30","0.17","173.59","-0.30","1038.37","-0.36","1.18510","-0.64"
"2021-03-08","1129.40","0.28","174.11","0.05","1042.12","-0.07","1.19270","-0.32"
"2021-03-05","1126.20","0.29","174.03","0.23","1042.83","-0.59","1.19650","-0.81"
"2021-03-04","1122.90","0.14","173.63","0.21","1049.00","-0.16","1.20630","-0.20"
"2021-03-03","1121.30","-0.04","173.27","0.06","1050.64","0.00","1.20870","0.32"
"2021-03-02","1121.80","1.21","173.16","0.76","1050.62","0.72","1.20490","-1.07"
"2021-02-26","1108.40","-0.16","171.86","0.01","1043.15","-0.49","1.21790","0.10"
"2021-02-25","1110.20","-0.05","171.84","-0.03","1048.30","-0.68","1.21670","0.13"
"2021-02-24","1110.80","0.39","171.90","0.29","1055.44","0.15","1.21510","-0.11"
"2021-02-23","1106.50","-0.05","171.40","-0.06","1053.81","0.45","1.21640","0.33"
"2021-02-22","1107.10","0.13","171.50","-0.12","1049.04","0.27","1.21240","0.24"
"2021-02-19","1105.70","-0.18","171.71","-0.23","1046.22","0.00","1.20950","0.43"
"2021-02-18","1107.70","0.73","172.10","0.30","1046.23","1.04","1.20430","-0.39"
"2021-02-17","1099.70","-0.31","171.58","-0.30","1035.45","-1.12","1.20900","-0.32"
"2021-02-16","1103.10","-0.63","172.10","-0.39","1047.13","-0.98","1.21290","0.05"
"2021-02-15","1110.10","-0.53","172.78","-0.28","1057.49","-0.91","1.21230","0.05"
"2021-02-10","1116.00","-0.28","173.26","-0.03","1067.23","0.35","1.21170","0.56"
"2021-02-09","1119.10","-0.44","173.31","-0.19","1063.53","-0.26","1.20490","0.01"
"2021-02-08","1124.00","0.65","173.64","0.51","1066.31","0.81","1.20480","0.69"
"2021-02-05","1116.70","0.24","172.76","0.16","1057.73","-0.29","1.19660","-0.61"
"2021-02-04","1114.00","-0.23","172.48","-0.03","1060.80","-0.22","1.20400","-0.03"
"2021-02-03","1116.60","-0.13","172.54","-0.25","1063.18","-0.21","1.20440","-0.16"
"2021-02-02","1118.00","0.07","172.97","0.35","1065.42","-0.07","1.20630","-0.49"
"2021-02-01","1117.20","0.23","172.37","0.54","1066.13","-0.29","1.21220","0.00"
"2021-01-29","1114.60","0.96","171.45","0.43","1069.26","0.82","1.21220","0.14"
"2021-01-28","1104.00","0.09","170.71","0.36","1060.57","-0.36","1.21050","-0.47"
