"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2019-10-중","대파(일반)","2396280","3093198280","2486063","-3.6","4011806800","-22.9","2962335","-19.1","3940697442","-21.5"
"2019-10-상","대파(일반)","2368178","3527751060","2173884","8.9","5201847080","-32.2","2730607","-13.3","4893601359","-27.9"
"2019-09-하","대파(일반)","2238446","3195399620","1604491","39.5","3953689510","-19.2","3150567","-29.0","5077014183","-37.1"
"2019-09-중","대파(일반)","2076663","3011964100","2973633","-30.2","6932384060","-56.6","3278467","-36.7","5476593697","-45.0"
"2019-09-상","대파(일반)","2426502","3631463590","2222151","9.2","5663344700","-35.9","3108540","-21.9","5272265757","-31.1"
"2019-08-하","대파(일반)","2824628","3212766010","2182437","29.4","5568671420","-42.3","3069805","-8.0","5394774558","-40.4"
"2019-08-중","대파(일반)","2156899","3049216350","1936297","11.4","3279266770","-7.0","2648155","-18.6","3934695847","-22.5"
"2019-08-상","대파(일반)","2044422","3284514355","1862602","9.8","2716411550","20.9","2328944","-12.2","3351670455","-2.0"
"2019-07-하","대파(일반)","2075836","2725912940","1936580","7.2","2414532140","12.9","2607279","-20.4","2918374151","-6.6"
"2019-07-중","대파(일반)","2265209","3042846589","2032790","11.4","2040372150","49.1","2480237","-8.7","2515305812","21.0"
"2019-07-상","대파(일반)","2109399","2863860420","1790848","17.8","1981907718","44.5","2433021","-13.3","2514840224","13.9"
"2019-06-하","대파(일반)","1943906","2266467100","2072583","-6.2","2368548310","-4.3","2471306","-21.3","2660068205","-14.8"
"2019-06-중","대파(일반)","2331545","2878986400","2276691","2.4","2382634400","20.8","2541911","-8.3","2871492492","0.3"
"2019-06-상","대파(일반)","2086089","3229082400","1909763","9.2","2114130620","52.7","2541963","-17.9","3155138207","2.3"
"2019-05-하","대파(일반)","2395710","3530366600","2469394","-3.0","2865023490","23.2","2823731","-15.2","3784292498","-6.7"
"2019-05-중","대파(일반)","1868736","2278613000","1976338","-5.4","1305870070","74.5","2758133","-32.2","3114161420","-26.8"
