"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2020-02-중","수미","2113799","2062833500","1774640","19.1","2545294500","-19.0","1655066","27.7","2265641154","-9.0"
"2020-02-상","수미","1436220","1433301300","567624","153.0","854547000","67.7","1779951","-19.3","2402450198","-40.3"
"2020-01-하","수미","1129135","958623400","1522129","-25.8","2087368100","-54.1","1771915","-36.3","2221634591","-56.9"
"2020-01-중","수미","1805275","1663992100","1222878","47.6","1728815300","-3.7","1653979","9.1","1960168597","-15.1"
"2020-01-상","수미","1863006","1689781000","1349476","38.1","2154865400","-21.6","1919822","-3.0","2499924255","-32.4"
"2019-12-하","수미","1396348","1125628500","800784","74.4","1777026100","-36.7","1092129","27.9","2046344883","-45.0"
"2019-12-중","수미","1884566","1226838900",,"0.0","2314342350","-47.0",,"0.0","1975371529","-37.9"
"2019-12-상","수미","1509221","1043145100",,"0.0","1756848550","-40.6",,"0.0","2242913733","-53.5"
"2019-11-하","수미","1805685","1274327700","1481878","21.9","2309046700","-44.8","1850331","-2.4","2056842346","-38.0"
"2019-11-중","수미","1683097","1074162400","1265503","33.0","2043116500","-47.4","1979063","-15.0","2130885699","-49.6"
"2019-11-상","수미","1453249","933753200","1338094","8.6","2292987400","-59.3","1945786","-25.3","2070072063","-54.9"
"2019-10-하","수미","1759870","1015430100","1293627","36.0","1902201100","-46.6","2165237","-18.7","1991330596","-49.0"
"2019-10-중","수미","1689118","1139387000","1656455","2.0","2430933900","-53.1","2226285","-24.1","2110960687","-46.0"
"2019-10-상","수미","1576324","965325000","1822864","-13.5","2755627000","-65.0","2089992","-24.6","1815538175","-46.8"
"2019-09-하","수미","1717093","1045710700","557596","207.9","907605300","15.2","1991673","-13.8","1908046552","-45.2"
"2019-09-중","수미","1132430","736352765","1685748","-32.8","2526687800","-70.9","2208832","-48.7","2204449191","-66.6"
"2019-09-상","수미","1387324","895458400","1698801","-18.3","2502131100","-64.2","2440063","-43.1","2489957253","-64.0"
"2019-08-하","수미","1961833","1271572700","1898915","3.3","2974499850","-57.3","2593645","-24.4","2689573314","-52.7"
"2019-08-중","수미","1079383","786054100","1388084","-22.2","1970724500","-60.1","2075990","-48.0","2031656690","-61.3"
"2019-08-상","수미","1443481","928083400","1395777","3.4","1897927200","-51.1","1991921","-27.5","1885244668","-50.8"
"2019-07-하","수미","1502810","1023426200","1551915","-3.2","1592833600","-35.7","2257618","-33.4","1923845245","-46.8"
"2019-07-중","수미","1857295","1285327200","1947410","-4.6","1679296700","-23.5","2311363","-19.6","1817669660","-29.3"
"2019-07-상","수미","2524883","1482321100","2694148","-6.3","2397771600","-38.2","3099975","-18.6","2474008957","-40.1"
"2019-06-하","수미","3176343","2224604600","3678374","-13.6","3121769900","-28.7","4594128","-30.9","3494439981","-36.3"
"2019-06-중","수미","4142356","3147747500","4342316","-4.6","4089147350","-23.0","5692185","-27.2","4776352159","-34.1"
"2019-06-상","수미","3583519","3234619000","3265381","9.7","3391825050","-4.6","4365115","-17.9","4332947469","-25.3"
"2019-05-하","수미","3963128","4615411700","3738404","6.0","6433520900","-28.3","3790155","4.6","4848125403","-4.8"
"2019-05-중","수미","2085456","3258985700","2126938","-2.0","4528818400","-28.0","2765473","-24.6","4954310856","-34.2"
"2019-05-상","수미","2679406","4293627000","2131538","25.7","7091470501","-39.5","2664832","0.5","4847394009","-11.4"
"2019-04-하","수미","2219706","3236351200","1616961","37.3","6412271050","-49.5","2994847","-25.9","5287728973","-38.8"
"2019-04-중","수미","2565799","4357112700","1964098","30.6","8230694900","-47.1","2695539","-4.8","4705529329","-7.4"
"2019-04-상","수미","2377129","4106333000","1583576","50.1","6777197100","-39.4","2674693","-11.1","4251425686","-3.4"
"2019-03-하","수미","1843675","3254829000","1793474","2.8","5752765350","-43.4","2538249","-27.4","3749778905","-13.2"
"2019-03-중","수미","2001903","3264572500","1601199","25.0","3985879250","-18.1","2181082","-8.2","2792687594","16.9"
"2019-03-상","수미","1803385","2698010000","1375763","31.1","3206069900","-15.8","2049979","-12.0","2589977854","4.2"
"2019-02-하","수미","1419346","1788731000","1230695","15.3","2687606650","-33.4","1478407","-4.0","1897417546","-5.7"
"2019-02-중","수미","1774640","2545294500","847755","109.3","1839640250","38.4","1668920","6.3","1899700175","34.0"
"2019-02-상","수미","567624","854547000","1743336","-67.4","3677608300","-76.8","1754588","-67.6","2188599532","-61.0"
"2019-01-하","수미","1522129","2087368100","1300221","17.1","2532404950","-17.6","1782707","-14.6","2036196915","2.5"
"2019-01-중","수미","1222878","1728815300","1154505","5.9","2135858900","-19.1","1714507","-28.7","1740572835","-0.7"
"2019-01-상","수미","1349476","2154865400","1343025","0.5","2222973950","-3.1","1970572","-31.5","2104738870","2.4"
"2018-12-하","수미","1157985","1777026100","1114807","3.9","1761413000","0.9","1852420","-37.5","1938000934","-8.3"
"2018-12-중","수미","1440591","2314342350","1250666","15.2","2126940300","8.8","1859224","-22.5","1739876266","33.0"
"2018-12-상","수미","1160898","1756848550","1486360","-21.9","2060852800","-14.8","2042961","-43.2","2041020046","-13.9"
"2018-11-하","수미","1481878","2309046700","1741745","-14.9","2435541600","-5.2","1849070","-19.9","1699077782","35.9"
"2018-11-중","수미","1265503","2043116500","1568145","-19.3","2028558500","0.7","2047573","-38.2","1870517296","9.2"
"2018-11-상","수미","1338094","2292987400","1716238","-22.0","2260664500","1.4","1980218","-32.4","1744059913","31.5"
"2018-10-하","수미","1293627","1902201100","1822263","-29.0","2379444900","-20.1","2247749","-42.4","1726043235","10.2"
"2018-10-중","수미","1656455","2430933900","1985470","-16.6","2687424000","-9.5","2239977","-26.1","1683192056","44.4"
"2018-10-상","수미","1822864","2755627000","717926","153.9","1031960000","167.0","2167383","-15.9","1542346739","78.7"
"2018-09-하","수미","557596","907605300","1850189","-69.9","2472400500","-63.3","2159452","-74.2","1665469750","-45.5"
"2018-09-중","수미","1685748","2526687800","1899639","-11.3","2515873800","0.4","2147052","-21.5","1832903359","37.9"
"2018-09-상","수미","1698801","2502131100","2087475","-18.6","2820686700","-11.3","2587962","-34.4","2031371923","23.2"
"2018-08-하","수미","1898915","2974499850","2361766","-19.6","3350507300","-11.2","2661369","-28.6","2198293830","35.3"
"2018-08-중","수미","1388084","1970724500","1654510","-16.1","2114791500","-6.8","2092738","-33.7","1718888590","14.7"
"2018-08-상","수미","1395777","1897927200","1912360","-27.0","2097313900","-9.5","2035756","-31.4","1559948666","21.7"
"2018-07-하","수미","1551915","1592833600","2018048","-23.1","2040406908","-21.9","2327662","-33.3","1678186214","-5.1"
"2018-07-중","수미","1947410","1679296700","2107509","-7.6","2105530700","-20.2","2346886","-17.0","1632899628","2.8"
"2018-07-상","수미","2694148","2397771600","2532560","6.4","2366024000","1.3","3147557","-14.4","2075862083","15.5"
"2018-06-하","수미","3678374","3121769900","3816937","-3.6","3450204950","-9.5","4902458","-25.0","3187917872","-2.1"
"2018-06-중","수미","4342316","4089147350","4789087","-9.3","4228295050","-3.3","5780052","-24.9","4593947487","-11.0"
"2018-06-상","수미","3265381","3391825050","3611119","-9.6","4109697970","-17.5","4476269","-27.1","4171590631","-18.7"
"2018-05-하","수미","3738404","6433520900","3050718","22.5","4074735140","57.9","3519553","6.2","4138637104","55.5"
"2018-05-중","수미","2126938","4528818400","2306031","-7.8","4354370500","4.0","2872877","-26.0","4385320565","3.3"
"2018-05-상","수미","2131538","7091470501","2498769","-14.7","4172945420","69.9","2917996","-27.0","4388358694","61.6"
"2018-04-하","수미","1616961","6412271050","2815889","-42.6","4221706920","51.9","3094051","-47.7","4464819860","43.6"
"2018-04-중","수미","1964098","8230694900","2911828","-32.5","3911181100","110.4","2871706","-31.6","4013978599","105.1"
"2018-04-상","수미","1583576","6777197100","2351203","-32.6","3510697800","93.0","2816414","-43.8","3751101199","80.7"
"2018-03-하","수미","1793474","5752765350","3052594","-41.2","3935216600","46.2","2615213","-31.4","3145552906","82.9"
"2018-03-중","수미","1601199","3985879250","2036365","-21.4","2404879600","65.7","2225075","-28.0","2269539232","75.6"
"2018-03-상","수미","1375763","3206069900","2111470","-34.8","2762516500","16.1","2150304","-36.0","2101979388","52.5"
"2018-02-하","수미","1230695","2687606650","1518198","-18.9","1770669350","51.8","1535542","-19.9","1665033931","61.4"
